江苏,常州,1300001
江苏,南京,1300006
上海,上海,1300007
湖北,武汉,1300008
上海,上海,1300009
北京,北京,1300010
北京,北京,1300011
天津,天津,1300012
天津,天津,1300013
天津,天津,1300014
山东,淄博,1300015
山东,烟台,1300016
山东,济南,1300017
天津,天津,1300018
天津,天津,1300019
上海,上海,1300020
上海,上海,1300021
上海,上海,1300022
上海,上海,1300023
上海,上海,1300024
江苏,南京,1300025
江苏,南京,1300026
山东,烟台,1300027
江苏,南京,1300028
江苏,南京,1300029
江苏,南京,1300030
江苏,南京,1300031
江苏,南京,1300032
江苏,无锡,1300033
江苏,无锡,1300034
江苏,无锡,1300035
江苏,无锡,1300036
江苏,无锡,1300037
江苏,无锡,1300038
江苏,无锡,1300039
北京,北京,1300045
北京,北京,1300046
北京,北京,1300047
北京,北京,1300048
北京,北京,1300049
广东,广州,1300050
广东,广州,1300051
广东,广州,1300052
广东,广州,1300053
广东,广州,1300054
广东,广州,1300055
广东,广州,1300056
广东,广州,1300057
广东,广州,1300058
广东,广州,1300059
湖北,荆门,1300061
山东,潍坊,1300065
浙江,温州,1300067
广东,广州,1300068
湖北,武汉,1300071
甘肃,兰州,1300087
北京,北京,1300100
北京,北京,1300101
北京,北京,1300102
北京,北京,1300103
北京,北京,1300104
北京,北京,1300105
北京,北京,1300106
北京,北京,1300107
北京,北京,1300108
北京,北京,1300109
北京,北京,1300110
北京,北京,1300111
北京,北京,1300112
北京,北京,1300113
北京,北京,1300114
北京,北京,1300115
北京,北京,1300116
北京,北京,1300117
北京,北京,1300118
北京,北京,1300119
北京,北京,1300120
北京,北京,1300121
北京,北京,1300122
北京,北京,1300123
北京,北京,1300124
北京,北京,1300125
北京,北京,1300126
北京,北京,1300127
北京,北京,1300128
北京,北京,1300129
天津,天津,1300130
天津,天津,1300131
天津,天津,1300132
天津,天津,1300133
天津,天津,1300134
天津,天津,1300135
天津,天津,1300136
天津,天津,1300137
天津,天津,1300138
天津,天津,1300139
河北,保定,1300140
河北,唐山,1300141
河北,秦皇岛,1300142
河北,廊坊,1300143
河北,沧州,1300144
河北,邢台,1300145
河北,邯郸,1300146
河北,衡水,1300147
河北,沧州,1300148
河北,石家庄,1300149
山东,淄博,1300150
山东,淄博,1300151
山东,滨州,1300152
山东,潍坊,1300153
山东,潍坊,1300154
山东,潍坊,1300155
山东,东营,1300156
山东,临沂,1300157
山东,日照,1300158
山东,枣庄,1300159
山东,烟台,1300160
山东,烟台,1300161
山东,烟台,1300162
山东,威海,1300163
山东,威海,1300164
山东,威海,1300165
山东,青岛,1300166
山东,青岛,1300167
山东,青岛,1300168
山东,青岛,1300169
山东,济南,1300170
山东,济南,1300171
山东,济南,1300172
山东,济南,1300173
山东,济南,1300174
山东,聊城,1300175
山东,德州,1300176
山东,泰安,1300177
山东,济宁,1300178
山东,菏泽,1300179
河北,石家庄,1300180
河北,唐山,1300181
河北,秦皇岛,1300182
河北,廊坊,1300183
河北,唐山,1300184
河北,邢台,1300185
河北,邯郸,1300186
河北,保定,1300187
河北,石家庄,1300188
河北,石家庄,1300189
北京,北京,1300190
北京,北京,1300191
北京,北京,1300192
北京,北京,1300193
北京,北京,1300194
北京,北京,1300195
北京,北京,1300196
北京,北京,1300197
北京,北京,1300198
北京,北京,1300199
广东,广州,1300200
广东,广州,1300201
广东,广州,1300202
广东,广州,1300203
广东,广州,1300204
广东,广州,1300205
广东,广州,1300206
广东,广州,1300207
广东,广州,1300208
广东,广州,1300209
上海,上海,1300210
上海,上海,1300211
上海,上海,1300212
上海,上海,1300213
上海,上海,1300214
上海,上海,1300215
上海,上海,1300216
上海,上海,1300217
上海,上海,1300218
上海,上海,1300219
天津,天津,1300220
天津,天津,1300221
天津,天津,1300222
天津,天津,1300223
天津,天津,1300224
天津,天津,1300225
天津,天津,1300226
天津,天津,1300227
天津,天津,1300228
天津,天津,1300229
重庆,重庆,1300230
重庆,重庆,1300231
重庆,重庆,1300232
重庆,重庆,1300233
重庆,重庆,1300234
重庆,重庆,1300235
重庆,重庆,1300236
重庆,重庆,1300237
重庆,重庆,1300238
重庆,重庆,1300239
辽宁,沈阳,1300240
辽宁,沈阳,1300241
辽宁,沈阳,1300242
辽宁,沈阳,1300243
辽宁,沈阳,1300244
辽宁,沈阳,1300245
辽宁,沈阳,1300246
辽宁,沈阳,1300247
辽宁,沈阳,1300248
辽宁,沈阳,1300249
江苏,南京,1300250
江苏,南京,1300251
江苏,南京,1300252
江苏,南京,1300253
江苏,南京,1300254
江苏,南京,1300255
江苏,南京,1300256
江苏,南京,1300257
江苏,南京,1300258
江苏,南京,1300259
浙江,嘉兴,1300260
浙江,湖州,1300261
浙江,舟山,1300262
浙江,绍兴,1300263
浙江,衢州,1300264
浙江,金华,1300265
浙江,台州,1300266
浙江,丽水,1300267
浙江,温州,1300268
浙江,温州,1300269
山东,淄博,1300270
山东,淄博,1300271
山东,烟台,1300272
山东,烟台,1300273
山东,烟台,1300274
山东,烟台,1300275
山东,莱芜,1300276
山东,泰安,1300277
山东,潍坊,1300278
山东,临沂,1300279
四川,凉山,1300280
四川,攀枝花,1300281
四川,南充,1300282
四川,遂宁,1300283
四川,遂宁,1300284
四川,达州,1300285
四川,泸州,1300286
四川,内江,1300287
四川,宜宾,1300288
四川,自贡,1300289
陕西,西安,1300290
陕西,西安,1300291
陕西,西安,1300292
陕西,西安,1300293
陕西,西安,1300294
陕西,西安,1300295
陕西,西安,1300296
陕西,西安,1300297
陕西,西安,1300298
陕西,西安,1300299
安徽,合肥,1300300
安徽,蚌埠,1300301
安徽,蚌埠,1300302
安徽,芜湖,1300303
安徽,芜湖,1300304
安徽,合肥,1300305
安徽,合肥,1300306
安徽,淮南,1300307
安徽,合肥,1300308
上海,上海,1300310
上海,上海,1300311
上海,上海,1300312
上海,上海,1300313
上海,上海,1300314
上海,上海,1300315
上海,上海,1300316
上海,上海,1300317
上海,上海,1300318
上海,上海,1300319
上海,上海,1300320
上海,上海,1300321
上海,上海,1300322
上海,上海,1300323
上海,上海,1300324
上海,上海,1300325
上海,上海,1300326
上海,上海,1300327
上海,上海,1300328
上海,上海,1300329
江苏,无锡,1300330
江苏,无锡,1300331
江苏,无锡,1300332
江苏,无锡,1300333
江苏,无锡,1300334
江苏,无锡,1300335
江苏,无锡,1300336
江苏,无锡,1300337
江苏,无锡,1300338
江苏,无锡,1300339
江苏,南京,1300340
江苏,南京,1300341
江苏,南京,1300342
江苏,镇江,1300343
江苏,镇江,1300344
江苏,镇江,1300345
江苏,连云港,1300346
江苏,连云港,1300347
江苏,盐城,1300348
江苏,宿迁,1300349
江苏,徐州,1300350
江苏,徐州,1300351
江苏,徐州,1300352
江苏,南通,1300353
江苏,淮安,1300354
江苏,南通,1300355
江苏,南通,1300356
江苏,南通,1300357
江苏,南通,1300358
江苏,南通,1300359
浙江,杭州,1300360
浙江,杭州,1300361
浙江,杭州,1300362
浙江,杭州,1300363
浙江,杭州,1300364
浙江,杭州,1300365
